Id,SalePrice
2658,138770.7723070109
2718,165552.73078171685
2414,215719.79363747346
1989,101279.5869755505
625,168502.4408092677
333,99912.89489011733
1327,106790.76300241644
858,156439.80723355405
95,183450.10320753054
1568,157152.40131687836
2482,157777.45045014794
1364,121339.65160869976
2584,146193.46221955438
818,292988.4165650321
2673,150610.86529942058
2089,121086.94338274692
1297,142688.6470480698
790,115221.29412710905
2616,178122.65675215822
720,184393.44164367742
222,155108.24535954534
557,123636.21071905983
1148,191337.55630536753
2766,165029.32509414418
534,182822.2435412997
1452,127979.1718739682
630,124543.5058504986
2648,109492.69120927052
125,158827.38167377532
1904,64387.948423739654
1670,111520.95452818752
756,98831.38384657822
717,167342.58659323893
1032,162416.35661967177
852,211939.08841096977
1731,177620.51686225217
2639,110037.00107497757
2071,89553.69437454554
1267,122427.68488507613
1851,185481.7715791888
567,162565.1886587222
2439,201494.9313771309
1898,149423.47410125597
647,163062.0343551763
2256,223472.81760216024
979,98304.06929635798
1444,218009.22336362532
2485,124385.71086608502
157,134409.4847949031
88,118822.3093010999
2003,107577.9593274676
186,188551.14993851172
1425,234663.33254884146
2695,123225.84717073147
738,102335.04143349016
395,158087.7329859878
1353,156612.87654128604
1878,137272.6290349872
390,161005.92483862117
1456,228957.26840777794
1103,337452.1217213842
1387,130769.36886839401
2070,137218.2012233096
1199,177767.14323986555
2479,172318.7701810039
501,292724.59186815575
2362,96507.3611207569
1718,189633.31237728507
2188,90021.43551118721
1483,158239.52150065498
2557,90045.9076100281
437,365937.6997561871
2224,168808.50654620348
1628,171156.43521105268
397,140647.23124706824
587,192189.24768705806
971,132713.80924976896
2611,144085.20742627163
1887,103525.12462570403
2399,348681.9423474029
2148,197659.67841019738
304,120062.66178762203
1997,131578.81854455982
2817,112540.08579741705
1431,199269.4204771083
427,325123.9314366662
263,129281.57579408496
598,167866.5459190584
2895,225236.61757318428
687,145491.60068384313
1822,139128.77355577043
2191,102647.42047546197
179,120064.83942599893
1009,211728.5649008495
2010,123463.1320593399
1991,135946.03600351093
1411,181019.86603285754
1721,214472.78311607937
1144,187675.68756717388
593,221918.19574765227
575,328644.6202111402
1249,164190.54597577342
1604,121331.91517124286
1064,548746.5247290509
1923,152432.93197571015
1988,114256.06869066472
2325,171859.9517209303
114,200618.98833580356
2700,187254.2568235538
217,135672.19088199566
343,168650.26079188363
386,215579.67248346657
2005,106713.15613537056
2908,134118.11506592788
1814,238090.29939943535
2446,609818.6431493182
208,141217.24609105586
1679,107635.11179548144
822,308870.4383830207
6,198982.03962608968
1781,416712.9689632088
2397,272940.16282605776
2340,309841.88519849145
1618,171311.99611998233
2843,135258.1632726757
1061,374623.4086471679
2786,135798.10089642706
1935,138688.80158957274
1341,115642.51039716341
521,259556.32403056492
2136,134203.19924274916
996,193680.84554768604
227,139973.67604073934
135,184321.19615652235
1167,156856.127501378
294,219739.2738731251
1776,204364.87707881103
540,164678.91212866953
1717,197613.1355673559
2303,130724.39036080771
116,191448.89245467444
127,134108.98095655383
1371,131544.12781006197
1014,142695.43686350159
1507,102472.63855395534
702,123046.82185064362
750,139391.27428134283
261,161050.59832370712
1559,76658.10539240991
577,229814.38798435018
2812,194370.564026179
2080,156859.6213693078
1368,106550.3092292203
2376,123146.68551411486
659,108702.13202596152
1235,135476.61152768444
332,87103.4855697284
1917,145411.25481337504
2094,241372.81304395135
1460,260059.7877410468
1471,214615.6186973999
1509,124430.56424734698
1922,134702.68860456
433,536053.6843138715
460,238969.14714857494
1116,237897.8551858121
1137,168480.05603229604
53,169257.34206807188
2354,268759.8031482955
1475,193417.96299485813
1761,824998.7874103296
842,144415.15127076037
2739,151649.4256058374
2509,147876.92591917585
1007,201562.80711976902
2610,184761.39006980456
1952,93640.88581355661
2719,168406.37494761805
2921,95645.63412133955
1966,145786.01920491972
292,106307.15613617179
1204,186685.07271257867
1829,258400.53541625716
2419,187990.79760686355
391,151097.34001049201
798,113094.75625080823
481,198920.27734717843
193,188366.73172716887
555,116964.27881504508
899,68512.35769700802
2357,188530.27215288745
328,124140.93593066248
1356,109263.23192545699
1154,111547.01557557604
1730,175803.83324183317
2249,156806.52238482845
1119,282806.3805383099
2856,133755.61877497425
1394,129077.65798865166
2587,121346.76036184291
61,315899.70930466015
2661,166041.5768453973
2711,136943.10242446433
1147,177205.07897904536
757,129163.46604485222
2623,100460.26030162869
2378,133619.60891462193
1413,138893.32894890985
1722,211751.9641389147
1112,208860.3182725493
1623,194154.63300168427
1201,184906.5909122051
1513,115202.225867343
957,539506.5202077186
1171,262713.53820426384
1145,192438.06479849364
2726,238299.49165600492
703,148744.25176547802
760,94190.07440927777
1964,155783.4371235771
2512,180122.59227965874
159,144079.62890394457
1281,159419.56160133687
468,185541.18540784527
290,128133.92489389653
665,97904.29875246715
1463,258632.51439911022
1792,217048.38530634262
923,150472.74994864888
500,255559.1520321377
1408,170646.48055816648
331,90615.53760922779
170,113463.27091304521
2192,97914.63856937185
2571,318478.25210791285
2314,172281.97660756693
2647,93893.65547076924
422,416513.70946332964
2457,374144.2187723228
1838,199218.6337590387
2805,261415.49071266985
1645,155977.87672090725
1711,285411.79346670705
2825,230094.8213295356
322,332736.96348553465
2103,251882.64651112756
342,120535.75046187763
600,121248.88156764008
488,175893.39549093094
1725,299165.94238634635
2246,286652.07224766206
2847,153052.09994037368
806,242297.44354587374
530,226016.2771386655
963,202462.83626427402
2678,93162.38781849174
171,85954.14326909072
2401,443111.3971711341
805,225745.50868705893
2259,262301.1208329605
1748,186155.31274502308
1361,132844.4769811346
1677,110203.84582280558
1406,145500.08449941158
2322,262293.003133732
688,147340.80654112756
143,143327.1333641204
804,209696.42687478033
1214,150875.1800653044
2828,147170.19138161003
1999,189286.2417674924
2467,194920.48403866752
2665,147804.38754119189
1538,386072.55926118523
398,117028.1706179457
2822,137672.81475735555
2157,147971.04660239184
1856,200124.85150254858
1269,97407.57326755815
2570,117618.49548212986
2320,229143.92800392475
1517,129755.78635746874
2304,125721.99274500477
1312,101169.04613332827
2012,130285.44043543102
506,246331.93182812564
2865,214163.6551956055
2367,100921.642499046
554,87409.11872353649
238,133011.37253455396
1954,120798.38889880941
2488,132656.4102321347
2291,85895.75828664015
1969,108060.47660228374
2725,153440.387064898
1482,156648.07714197852
2763,189901.1838979934
503,251756.66558779875
1584,251151.55549647688
1531,136054.85298583808
2210,167891.54057760176
459,326759.49488424754
556,127278.28372750062
1347,126401.38720609082
1290,84439.48395873929
1388,100323.01200965657
1571,358527.1730785409
2754,201643.83759604386
765,135327.14659242972
2494,126660.72313799463
2870,223702.48013304267
7,211799.6240336929
1114,236764.51175556236
2418,284359.9984368956
291,127666.6003281161
18,328716.59402493713
39,374527.0424209575
1001,239508.7148090174
2442,226839.90680632892
616,115001.00089655524
2680,70861.56699591079
1414,129738.54551655833
289,152116.71430409432
40,242129.02914365262
860,126362.29549280871
409,136891.35820968382
673,154005.8558815187
2427,179813.89762701798
2036,215845.09117114136
2564,141497.8569565498
642,156537.94429534694
1008,183527.41704529448
1908,141030.24149488314
2519,183348.30288056162
1369,93946.94999031439
2855,164267.59000879823
712,103134.59068619159
1943,103849.42525785996
1958,124072.44818049767
107,157876.65173913573
2295,181580.36816324622
704,92528.14653735487
676,137150.2244866558
259,182317.82340604978
93,297976.5440447208
106,238361.29550794425
2315,174601.96555673133
1050,111587.15264426495
1095,201032.323041658
2709,140548.15773842068
758,117603.60978843439
1496,151906.80428311313
2370,119443.46833620704
2458,285514.110784945
2733,131035.0535614059
161,239594.44994741742
726,145140.46929221766
845,206132.5084301577
947,238021.71262001598
2232,102592.69576012486
2563,146634.73027204306
2299,136059.65834965016
211,84300.84588602159
605,158745.4262802835
1478,195945.92365751302
2247,273691.0179930713
2274,204351.53942829897
2869,205914.8891383754
967,216270.89980371515
2656,120831.22244985405
667,189424.90739597304
1042,109541.96391551517
2023,145634.90160751052
2447,404789.4491761287
2055,125569.2693504355
2275,303391.7636121984
2204,168833.50748789666
1563,272231.79009263706
483,200391.2679818085
796,125980.16375215225
1526,158885.3526079591
2042,122985.45823034635
442,331039.6850695125
1693,323798.84530159354
1468,221138.27895557214
1430,199788.31160517663
2605,131051.24680339385
1529,202736.82045244906
335,140594.28608908862
1287,123720.26755335242
31,97126.63758472871
1785,306523.0327327426
82,165748.03988333943
2620,126014.84827077608
252,182039.15183325487
721,74015.90625811851
2165,184640.17976566387
2316,189060.0544560428
775,126908.0393218711
1558,94265.07202502148
17,231387.7274706811
1022,223318.84637049577
925,128543.3860214092
438,260651.78864484295
1270,133793.77599531252
1272,129250.93892325
215,138784.0052446867
266,225317.83925178248
2402,272731.48571559624
1250,132461.82752762872
1984,111839.19396334239
1279,142131.79761895078
377,273029.36085763044
1252,103753.2126440919
2156,265914.4965736646
499,324166.50995107676
1374,126974.86793076183
2898,260419.2469283325
401,116812.3374989641
2721,141635.8670862427
2078,254936.09906916847
2589,126329.96775236134
1946,217710.4050724652
1334,126663.38321259044
2781,218498.25105351643
431,400687.08690509247
576,193130.55674518162
1474,205767.99038876125
2254,138035.88990660157
2155,283634.97794442595
885,93972.82960743403
643,139346.88099627563
1944,125474.16146376316
480,193769.57887490228
2845,96193.58750024304
2387,313260.49584967096
2407,203730.76052177846
2527,166555.65133045672
2514,154871.40839877576
629,121822.54313812325
80,209798.68649591654
1876,133399.4397118078
1546,124492.59831649053
2518,174038.5338267874
2347,165615.03287046117
783,241458.75696805667
1322,53638.08220160968
194,88080.90454573875
1770,290406.0520344839
2143,139722.29127573408
1229,207316.84365441045
511,288133.36352796585
46,227127.09050121377
1348,147961.32971419595
2465,193200.57768643482
387,229628.5455831364
873,223781.41863059736
1918,127743.9171042686
2764,242278.32046494435
2184,124973.27555630804
934,143393.26228042206
1920,129790.86446939108
2631,132857.21235494255
1768,783975.1636333353
2040,116631.61701492197
1749,213966.44410584227
834,244314.74640949047
1457,228966.5725715049
79,130893.42341003192
2302,128521.24817994345
1817,152795.27643683585
2755,230192.4690820782
359,177467.87847134858
2059,112988.28032492119
2092,235451.53044759092
2516,216213.14869755748
150,120492.85516558793
1656,121556.48095231001
83,100935.42654362142
2411,181403.77027094224
795,76104.71238109785
2312,223403.76364649483
2917,103512.6519181016
1624,176459.53432342445
