Id,SalePrice
2658,127498.99999999991
2718,189999.00000000012
2414,188999.0
1989,124998.99999999991
625,142998.9999999999
333,74998.99999999996
1327,119999.00000000006
858,149998.99999999994
95,207498.99999999985
1568,172998.99999999985
2482,179198.9999999999
1364,119999.00000000006
2584,132998.99999999997
818,269499.0
2673,139498.9999999999
2089,126998.99999999996
1297,127498.99999999991
790,109998.99999999991
2616,171998.9999999999
720,169999.0
222,138499.0000000001
557,132498.99999999994
1148,226499.0
2766,139998.9999999999
534,143499.00000000012
1452,129999.00000000006
630,186999.00000000017
2648,80998.99999999994
125,157498.99999999994
1904,86998.99999999997
1670,122999.00000000003
756,99999.00000000001
717,160998.99999999997
1032,172998.99999999985
852,182999.00000000003
1731,188999.0
2639,134999.00000000012
2071,97999.00000000001
1267,147998.9999999999
1851,209499.00000000006
567,164698.99999999994
2439,190998.99999999997
1898,158998.99999999997
647,136999.00000000012
2256,241498.99999999983
979,85499.00000000001
1444,206999.0000000001
2485,134499.00000000006
157,128898.9999999999
88,126998.99999999996
2003,117998.99999999991
186,156499.00000000006
1425,255898.99999999977
2695,131998.99999999994
738,127999.00000000004
395,143499.00000000012
1353,169498.99999999988
1878,149998.99999999994
390,147998.9999999999
1456,212999.00000000003
1103,279998.9999999998
1387,136499.0000000001
2070,186999.00000000017
1199,153999.00000000003
2479,177498.99999999997
501,274999.00000000006
2362,119899.00000000004
1718,184498.9999999999
2188,84899.0
1483,143999.00000000012
2557,89998.99999999997
437,273998.99999999977
2224,214999.00000000006
1628,169999.0
397,126998.99999999996
587,169999.0
971,130998.99999999993
2611,143999.00000000012
1887,96998.99999999997
2399,334998.9999999998
2148,178998.99999999994
304,127498.99999999991
1997,104999.00000000004
2817,164999.00000000006
1431,174999.00000000003
427,359998.99999999994
263,149898.99999999994
598,171998.9999999999
2895,236498.99999999983
687,167498.9999999999
1822,126998.99999999996
2191,82999.00000000001
179,109998.99999999991
1009,229999.0000000002
2010,109998.99999999991
1991,129498.99999999991
1411,143999.00000000012
1721,209499.00000000006
1144,208998.99999999994
593,208998.99999999994
575,221999.00000000012
1249,222998.99999999997
1604,134499.00000000006
1064,324998.9999999999
1923,158498.9999999999
1988,104999.00000000004
2325,177498.99999999997
114,214999.00000000006
2700,144998.99999999994
217,136499.0000000001
343,167899.00000000003
386,161998.99999999988
2005,134999.00000000012
2908,139498.9999999999
1814,244998.99999999983
2446,369999.0000000001
208,156499.00000000006
1679,111999.00000000003
822,333998.99999999977
6,180998.99999999985
1781,369999.0000000001
2397,251999.00000000017
2340,259999.00000000015
